"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EA19","M1","TOT","IDX2010","M","2010-04",99.23502,
"EA19","M1","TOT","IDX2010","M","2010-05",99.97299,
"EA19","M1","TOT","IDX2010","M","2010-06",100.4933,
"EA19","M1","TOT","IDX2010","M","2010-07",100.7884,
"EA19","M1","TOT","IDX2010","M","2010-08",100.9891,
"EA19","M1","TOT","IDX2010","M","2010-09",100.9876,
"EA19","M1","TOT","IDX2010","M","2010-10",100.8263,
"EA19","M1","TOT","IDX2010","M","2010-11",100.9576,
"EA19","M1","TOT","IDX2010","M","2010-12",101.248,
"EA19","M1","TOT","IDX2010","M","2011-01",101.465,
"EA19","M1","TOT","IDX2010","M","2011-02",101.4914,
"EA19","M1","TOT","IDX2010","M","2011-03",101.6778,
"EA19","M1","TOT","IDX2010","M","2011-04",101.7034,
"EA19","M1","TOT","IDX2010","M","2011-05",101.4663,
"EA19","M1","TOT","IDX2010","M","2011-06",101.6489,
"EA19","M1","TOT","IDX2010","M","2011-07",101.9684,
"EA19","M1","TOT","IDX2010","M","2011-08",102.4359,
"EA19","M1","TOT","IDX2010","M","2011-09",102.8938,
"EA19","M1","TOT","IDX2010","M","2011-10",102.8473,
"EA19","M1","TOT","IDX2010","M","2011-11",103.0727,
"EA19","M1","TOT","IDX2010","M","2011-12",103.4961,
"EA19","M1","TOT","IDX2010","M","2012-01",103.7507,
"EA19","M1","TOT","IDX2010","M","2012-02",104.0126,
"EA19","M1","TOT","IDX2010","M","2012-03",104.3917,
"EA19","M1","TOT","IDX2010","M","2012-04",104.2829,
"EA19","M1","TOT","IDX2010","M","2012-05",104.4968,
"EA19","M1","TOT","IDX2010","M","2012-06",105.4526,
"EA19","M1","TOT","IDX2010","M","2012-07",106.4347,
"EA19","M1","TOT","IDX2010","M","2012-08",107.5349,
"EA19","M1","TOT","IDX2010","M","2012-09",108.1583,
"EA19","M1","TOT","IDX2010","M","2012-10",108.848,
"EA19","M1","TOT","IDX2010","M","2012-11",109.7129,
"EA19","M1","TOT","IDX2010","M","2012-12",109.9425,
"EA19","M1","TOT","IDX2010","M","2013-01",109.9458,
"EA19","M1","TOT","IDX2010","M","2013-02",110.441,
"EA19","M1","TOT","IDX2010","M","2013-03",111.2357,
"EA19","M1","TOT","IDX2010","M","2013-04",111.9644,
"EA19","M1","TOT","IDX2010","M","2013-05",112.6621,
"EA19","M1","TOT","IDX2010","M","2013-06",113.0374,
"EA19","M1","TOT","IDX2010","M","2013-07",113.3991,
"EA19","M1","TOT","IDX2010","M","2013-08",114.171,
"EA19","M1","TOT","IDX2010","M","2013-09",114.7283,
"EA19","M1","TOT","IDX2010","M","2013-10",115.3526,
"EA19","M1","TOT","IDX2010","M","2013-11",116.1904,
"EA19","M1","TOT","IDX2010","M","2013-12",116.3057,
"EA19","M1","TOT","IDX2010","M","2014-01",116.4739,
